Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S07036600024,08/09/2012,4083,Fareway Stores #909 / Ankeny,109 SE ORALABOR RD,ANKENY,50021,POINT (-93.59949600000002 41.702811),77,Polk,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,86670,Jack Daniel's Tennessee Honey,12,750,13.54,20.31,1,20.31,0.75,0.20
S05151300001,04/19/2012,4484,JEFF'S MARKET / WEST LIBERTY,200 E 3RD,WEST LIBERTY,52776,POINT (-91.26158700000002 41.569916),70,Muscatine,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36304,Hawkeye Vodka,24,375,2.06,3.09,24,74.16,9.00,2.38
S07660500003,09/11/2012,4649,Metro Liquor and Tobacco,3418 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.900018 41.261929),78,Pottawattamie,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19068,Jim Beam,6,1750,18.37,27.55,6,165.30,10.50,2.77
S05285700031,04/30/2012,3531,Osage Liquors,508 MAIN ST,OSAGE,50461,POINT (-92.814028 43.284116),66,Mitchell,1062310,SPICED RUM,260,Diageo Americas,43338,Captain Morgan Spiced Rum,6,1750,16.49,24.98,2,49.96,3.50,0.92
S06194100024,06/21/2012,4185,Fareway Stores #737 / Grinnell,727 WEST ST,GRINNELL,50112,POINT (-92.727347 41.741352),79,Poweshiek,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69636,Dr. Mcgillicuddy's Cherry Schnapps,12,750,8.66,12.99,6,77.94,4.50,1.19
S21565300007,10/02/2014,4729,No Frills Supermarkets #790 / Deniso,501 HIGHWAY 39 NORTH,DENISON,51442,POINT (-95.368652 42.02183),24,Crawford,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.95,12,119.40,12.00,3.17
S18400900003,04/14/2014,4962,Hilltop Grocery,1312 HARRISON ST,DAVENPORT,52803,,82,Scott,1031080,VODKA 80 PROOF,300,Mccormick Distilling Company,36903,Mccormick Vodka,48,200,1.13,1.70,48,81.60,9.60,2.54
S18223300020,04/02/2014,4232,"Elliott's General Store,",23828 HWY J18,MORAVIA,52571,POINT (-92.834054 40.892417),04,Appanoose,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,420,"Moet Hennessy USA, Inc.",65127,Grand Marnier Cordon Rouge,12,1000,25.55,38.33,1,38.33,1.00,0.26
S07220600075,08/21/2012,2613,Hy-Vee Food Store #1 / Council Bluff,2323 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.879662 41.261925),78,Pottawattamie,1062310,SPICED RUM,434,Luxco-St Louis,44658,Lady Bligh Spiced Rum,6,1750,10.50,15.75,6,94.50,10.50,2.77
S12729000006,06/11/2013,3016,Super Valu / bender's,200 SOUTH STATE ST,DENVER,50622,POINT (-92.33724 42.672008),09,Bremer,1032080,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34821,Svedka Vodka,6,1750,13.28,19.92,6,119.52,10.50,2.77
S06385200078,07/03/2012,3994,Great Spirits Wine & Liquor Co.,72 NORTH HWY 71,ARNOLDS PARK,51331,POINT (-95.127395 43.368989000000006),30,Dickinson,1012100,CANADIAN WHISKIES,260,Diageo Americas,11366,Crown Royal Special Reserve,12,750,24.50,36.74,3,110.22,2.25,0.59
S14824500060,09/30/2013,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,POINT (-95.825137 41.242732),78,Pottawattamie,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45275,Paramount White Rum Traveler,12,750,4.17,6.26,12,75.12,9.00,2.38
S14531800112,09/12/2013,2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,POINT (-93.65129 41.626668),77,Polk,1031090,OTHER PROOF VODKA,260,Diageo Americas,40926,Smirnoff Silver Vodka 90 Prf,12,750,7.86,11.79,4,47.16,3.00,0.79
S25507800018,05/07/2015,5139,Ali's Corner #2,"200, BROADWAY ST",WATERLOO,50703,POINT (-92.344785 42.507754),07,Black Hawk,1031200,VODKA FLAVORED,205,E AND J GALLO WINERY,40070,New Amsterdam Mango,24,375,3.50,5.25,24,126.00,9.00,2.38
S10348000151,02/05/2013,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,POINT (-91.565517 41.672672),52,Johnson,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48106,Hennessy Vs Cognac,12,750,17.99,26.99,1,26.99,0.75,0.20
S11900500023,04/29/2013,4277,Cork It!,769 PROSPECT ST SW,LE MARS,51031,POINT (-96.178219 42.776296),75,Plymouth,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.94,24,238.56,24.00,6.34
S21104100071,09/09/2014,3390,Okoboji Avenue Liquor,1610 OKOBOJI AVENUE,MILFORD,51351,POINT (-95.149955 43.331525),30,Dickinson,1062310,SPICED RUM,240,"WILLIAM GRANT AND SONS, INC.",45884,Sailor Jerry Spiced Navy Rum,24,375,4.80,7.20,2,14.40,0.75,0.20
S15242000001,10/21/2013,3871,Target Store T-0069 / WDM,1800  35TH ST,WEST DES MOINES,50266,POINT (-93.75199800000001 41.598813),77,Polk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,9.45,14.67,6,88.02,10.50,2.77
S12292600051,05/20/2013,4219,Lake Liquors Wine and Spirits,910 N 8TH ST W,CLEAR LAKE,50428,POINT (-93.396651 43.142775),17,Cerro Gordo,1042100,IMPORTED DRY GINS,35,"Bacardi U.S.A., Inc.",28233,Bombay Sapphire Gin,12,1000,17.61,26.41,12,316.92,12.00,3.17
S29033100006,11/12/2015,4603,Kum & Go #208 / SE 14th DM,3200 SE 14th ST,DES MOINES,50320,POINT (-93.596916 41.555041),77,Polk,1062310,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.63,3,52.89,3.00,0.79
S24588500085,03/18/2015,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,POINT (-93.619455 42.022848),85,Story,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,7.60,11.40,6,68.40,10.50,2.77
S27644200023,09/01/2015,3495,Great Pastimes,228 N MAIN ST,MONTICELLO,52310,POINT (-91.183413 42.24013200000001),53,Jones,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64868,Fireball Cinnamon Whiskey,6,1750,15.33,23.00,1,23.00,1.75,0.46
S14752000044,09/24/2013,3645,Wal-Mart 1764 / Windsor Heights,1001  73RD ST,WINDSOR HEIGHTS,50311,POINT (-93.716991 41.594787),77,Polk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,20248,Old Crow,6,1750,8.92,13.38,6,80.28,10.50,2.77
S10527800082,02/11/2013,2604,Hy-Vee Wine and Spirits / Lemars,1201 12TH AVE SW,LEMARS,51031,POINT (-96.18335000000002 42.778257),75,Plymouth,1081010,AMERICAN AMARETTO,55,Sazerac North America,73986,Di Amore Amaretto,12,750,6.00,8.99,4,35.96,3.00,0.79
S10366800019,01/31/2013,3829,Gary's Foods / Mt Vernon,715  1ST AVE S,MOUNT VERNON,52314,POINT (-91.422487 41.916708),57,Linn,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32238,Seagrams Extra Dry Gin,6,1750,10.90,16.35,3,49.05,5.25,1.39
S07687100008,09/12/2012,3885,Buchanan County Liquor Store,400 EAST FIRST ST,INDEPENDENCE,50644,POINT (-91.890032 42.468741),10,Buchanan,1081200,CREAM LIQUEURS,305,MHW Ltd,73050,Rumchata,6,750,12.50,18.75,2,37.50,1.50,0.40
S20521400005,08/06/2014,4293,Eddyville Market and Deli L,121 WALNUT,EDDYVILLE,52553,POINT (-92.63762 41.156476),90,Wapello,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,27680,Jim Beam Kentucky Fire Mini,12,500,3.30,4.95,12,59.40,6.00,1.59
S25571300052,05/11/2015,5142,Smokin' Joe's #13 Tobacco & Liquor O,"2315, MT VERNON RD SE",CEDAR RAPIDS,52303,,57,Linn,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,3,30.39,2.25,0.59
S06921400113,08/02/2012,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081220,DARK CREME DE CACAO,434,Luxco-St Louis,78456,Paramount Creme De Cacao/dark,12,750,4.65,6.97,12,83.64,9.00,2.38
S25310100105,04/28/2015,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,Marshall,1062310,SPICED RUM,240,"WILLIAM GRANT AND SONS, INC.",45887,Sailor Jerry Spiced Navy Rum,12,1000,11.78,17.67,12,212.04,12.00,3.17
S08248600061,10/10/2012,2523,Hy-Vee Food Store / Centerville,414 N 18TH ST,CENTERVILLE,52544,POINT (-92.86795 40.735639),04,Appanoose,1031200,VODKA FLAVORED,300,Mccormick Distilling Company,40647,360 Buttered Popcorn Mini,6,500,4.70,7.05,2,14.10,1.00,0.26
S07938800009,09/25/2012,2839,CVS Pharmacy #8659 / Davenport,1777 DIVISION ST,DAVENPORT,52804,,82,Scott,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.67,12,188.04,21.00,5.55
S04251600005,02/27/2012,4353,Kum & Go #302 / Clear Lake,2905 FOURTH AVE,CLEAR LAKE,50248,POINT (-93.652428 41.475689),17,Cerro Gordo,1062310,SPICED RUM,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.32,6,103.92,10.50,2.77
S03603900085,01/17/2012,2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,POINT (-90.705328 42.491862),31,Dubuque,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86886,Southern Comfort,12,750,9.36,14.04,12,168.48,9.00,2.38
S12048600011,05/06/2013,4008,Sioux Valley Spirits,116 E MAIN ST,ANTHON,51004,POINT (-95.867335 42.388268),97,Woodbury,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,15248,Windsor Canadian Pet,6,1750,8.92,13.38,12,160.56,21.00,5.55
S09794700014,12/31/2012,4742,No Frills Supermarkets #786 / Counci,"1817, W BROADWAY",COUNCIL BLUFFS,51501,POINT (-95.870993 41.261863),78,Pottawattamie,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34036,Absolut Pears,12,750,11.00,16.49,2,32.98,1.50,0.40
S22900200034,12/11/2014,4091,Fareway Stores #705 / Clear Lake,910 HWY 18 W,CLEAR LAKE,50428,POINT (-93.613385 43.105949),17,Cerro Gordo,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,28.69,43.04,2,86.08,3.50,0.92
S15412300055,10/29/2013,2606,Hy-Vee Wine and Spirits / Humboldt,1011  13TH ST NORTH,HUMBOLDT,50548,POINT (-94.227116 42.733221),46,Humboldt,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11774,Black Velvet,24,375,3.07,4.60,6,27.60,2.25,0.59
S10748700021,02/21/2013,4604,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,POINT (-93.035654 41.699173),50,Jasper,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,1,10.13,0.75,0.20
S08093100010,10/03/2012,3845,Otho Convenience and Food,210 NORTH HWY,OTHO,50569,POINT (-94.150427 42.422303),94,Webster,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34004,Absolut Swedish Vodka 80 Prf,24,375,6.50,9.74,12,116.88,4.50,1.19
S22117400163,10/30/2014,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1011100,BLENDED WHISKIES,260,Diageo Americas,67273,Yukon Jack Jacapple,12,750,9.25,13.88,12,166.56,9.00,2.38
S06013700069,06/12/2012,2556,Hy-Vee Wine and Spirits / Esthervill,2608 E. CENTRAL AVENUE,ESTHERVILLE,51334,,32,Emmet,1012200,SCOTCH WHISKIES,260,Diageo Americas,5347,Johnnie Walker Red Label Scotch,12,1000,17.25,25.87,3,77.61,3.00,0.79
S12193200135,05/14/2013,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808855 41.598515),77,Polk,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34003,Absolut Swedish Vodka 80 Prf,24,200,3.75,5.62,3,16.86,0.60,0.16
S18920200011,05/13/2014,2522,Hy-Vee Wine and Spirits / Spirit Lak,HWY 9 & 71,SPIRIT LAKE,51360,,30,Dickinson,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43127,Bacardi Superior Rum,12,1000,9.50,14.25,24,342.00,24.00,6.34
S23017100169,12/17/2014,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,POINT (-91.528105 42.207428),52,Johnson,1081030,COFFEE LIQUEURS,370,Pernod Ricard USA/Austin Nichols,67526,Kahlua Coffee Liqueur,12,750,10.99,16.49,12,197.88,9.00,2.38
S15712400015,11/13/2013,4273,Smokin' Joe's #4 Tobacco and Liquor,2800 E UNIVERSITY AVE,DES MOINES,50317,POINT (-93.562106 41.600564),77,Polk,1031080,VODKA 80 PROOF,421,"Sazerac Co., Inc.",36974,Nikolai Vodka,24,375,1.71,2.56,2,5.12,0.75,0.20
S15551700110,11/06/2013,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,POINT (-90.668138 42.504959),31,Dubuque,1011100,BLENDED WHISKIES,260,Diageo Americas,25604,Seagrams 7 Crown Bl Whiskey,24,375,3.50,5.25,4,21.00,1.50,0.40
S23163800012,12/26/2014,4130,"Boyd Grocery, Inc.",20611 HWY 1 N,KEOSAUQUA,52565,,89,Van Buren,1022100,TEQUILA,410,The Patron Spirits Company,88296,Patron Tequila Silver,12,750,27.00,40.50,3,121.50,2.25,0.59
S10462400018,02/06/2013,2595,Hy-Vee Wine and Spirits / Denison,"1620  4TH AVE, SOUTH",DENISON,51442,POINT (-95.348601 42.012395),24,Crawford,1012100,CANADIAN WHISKIES,260,Diageo Americas,11298,Crown Royal Canadian Whisky,6,1750,31.00,46.49,24,1115.76,42.00,11.10
S10226900051,01/24/2013,4025,Karam Kaur Khasriya Llc,702 13TH ST,BELLE PLAINE,52208,POINT (-92.277759 41.897052),06,Benton,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69639,Dr. McGillicuddy's Cherry Dispenser,1,3000,29.72,44.58,1,44.58,3.00,0.79
S17040100016,01/27/2014,3805,Washington Street Mini Mart,1601 WASHINGTON ST,DAVENPORT,52084,POINT (-90.665741 42.508947),82,Scott,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34003,Absolut Swedish Vodka 80 Prf,24,200,3.99,5.99,24,143.76,4.80,1.27
S13351300016,07/15/2013,3838,Schnucks / Bettendorf,858 MIDDLE RD,BETTENDORF,52722,POINT (-90.520013 41.539421),48,Iowa,1031080,VODKA 80 PROOF,260,Diageo Americas,37418,Popov Vodka 80 Prf,6,1750,8.49,12.74,6,76.44,10.50,2.77
S12004500194,05/02/2013,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,Linn,1042100,IMPORTED DRY GINS,260,Diageo Americas,28867,Tanqueray Gin,12,1000,14.99,22.48,4,89.92,4.00,1.06
S11282600001,03/26/2013,4547,Fareway Stores #902 / Hampton,309 CENTRAL AVE WEST,HAMPTON,50441,POINT (-93.211676 42.741748),35,Franklin,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,11.26,16.90,6,101.40,10.50,2.77
S05306700017,05/01/2012,4464,Perfect Value Liquor Mart,5B  LINCOLN AVE,ELDRIDGE,52748,POINT (-90.547796 41.695329),82,Scott,1022100,TEQUILA,410,The Patron Spirits Company,88290,Patron Silver Tequila,12,200,8.50,12.75,3,38.25,0.60,0.16
S17796600086,03/10/2014,2538,Hy-Vee Food Store #3 / Waterloo,1422 FLAMMANG DR,WATERLOO,50702,POINT (-92.327917 42.459938),07,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42312,Malibu Red,12,750,8.49,12.74,2,25.48,1.50,0.40
S27371400006,08/18/2015,2657,Hy-Vee Food Store / Bedford,1604 BENT,BEDFORD,50833,POINT (-94.72557800000001 40.676171),87,Taylor,1011200,STRAIGHT BOURBON WHISKIES,421,"Sazerac Co., Inc.",16518,Ancient Age Bourbon,6,1750,11.80,17.70,6,106.20,10.50,2.77
S28005400005,09/21/2015,4154,Fareway Stores #055 / Hiawatha,885 MILLER RD,HIAWATHA,52233,POINT (-91.702263 42.046486),57,Linn,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.68,48,752.64,84.00,22.19
S08539400027,10/24/2012,4093,Hiway 20 Liquors / Fort Dodge,1724  5TH AVE SOUTH,FORT DODGE,50501,POINT (-94.173816 42.501131),94,Webster,1022100,TEQUILA,395,Proximo,89197,Jose Cuervo Especial Reposado Tequila,12,1000,12.50,18.74,3,56.22,3.00,0.79
S07410300151,08/29/2012,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,POINT (-92.438463 41.01558),90,Wapello,1031200,VODKA FLAVORED,260,Diageo Americas,41715,Smirnoff Cranberry Vodka,12,750,7.21,11.19,2,22.38,1.50,0.40
S13579600024,07/25/2013,4057,Tequila's Liquor Store,1434 DES MOINES ST STE 5,DES MOINES,50316,POINT (-93.59704 41.594713),77,Polk,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52312,Christian Bros Brandy,24,200,1.96,2.94,24,70.56,4.80,1.27
S09901200015,01/07/2013,2578,Hy-Vee / Charles City,901 KELLY ST,CHARLES CITY,50616,POINT (-92.67556000000002 43.066993),34,Floyd,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69666,Dr. Mcgillicuddy's Vanilla,12,750,8.66,12.99,12,155.88,9.00,2.38
S05208800022,04/24/2012,4171,"Brothers Market, Inc. / Cascade",105 SE NIXON ST,CASCADE,52033,POINT (-90.993859 42.3036),31,Dubuque,1031080,VODKA 80 PROOF,55,Sazerac North America,35946,Fleischmann's Royal Vodka,12,750,3.44,5.15,12,61.80,9.00,2.38
S07069900054,08/13/2012,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,POINT (-91.590715 41.682013),52,Johnson,1012100,CANADIAN WHISKIES,55,Sazerac North America,12408,Canadian Ltd Whisky,6,1750,8.99,13.49,6,80.94,10.50,2.77
S16669800016,01/06/2014,3963,Tobacco Hut #14 / Council Bluffs,1925 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.873073 41.261866),78,Pottawattamie,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24466,Kessler Blend Whiskey Traveler,12,750,5.51,8.26,12,99.12,9.00,2.38
S17660500060,03/03/2014,3562,Wal-Mart 0797 / W Burlington,324 WEST AGENCY RD,WEST BURLINGTON,52655,POINT (-91.158407 40.813125),29,Des Moines,1022100,TEQUILA,395,Proximo,89197,Jose Cuervo Especial Reposado Tequila,12,1000,12.50,18.74,12,224.88,12.00,3.17
S26798800004,07/16/2015,4864,CLINTON LIQUOR & CONVENIENCE STORE,1641 S BLUFF BLVD,CLINTON,52733,POINT (-90.225022 41.833351),23,Clinton,1051010,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53213,Paul Masson Grande Amber Brandy,24,200,1.96,2.94,24,70.56,4.80,1.27
S06609400005,07/17/2012,4272,Fareway Stores #407 / Esterville,1108 CENTRAL AVE,ESTHERVILLE,51334,POINT (-94.829963 43.402096),32,Emmet,1011200,STRAIGHT BOURBON WHISKIES,55,Sazerac North America,21598,Ten High,6,1750,9.09,13.64,6,81.84,10.50,2.77
S08022500007,10/01/2012,3757,Wal-Mart 3590 / Sioux City,3101 FLOYD BLVD,SIOUX CITY,51108,POINT (-96.37287 42.530454),97,Woodbury,1011100,BLENDED WHISKIES,260,Diageo Americas,27554,Seagrams Seven Crown Dark Honey,12,750,8.17,12.26,12,147.12,9.00,2.38
S24841100010,04/01/2015,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,POINT (-95.202405 42.647492),11,Buena Vista,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.95,12,119.40,12.00,3.17
S14251800036,10/08/2013,2665,Hy-Vee / Waukee,1005 E HICKMAN RD,WAUKEE,50263,POINT (-93.854477 41.615059),25,Dallas,1031080,VODKA 80 PROOF,260,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,1750,14.75,22.12,6,132.72,10.50,2.77
S25607700012,05/12/2015,4344,Spirits / Grimes,109 EAST 1ST ST STE B,GRIMES,50111,POINT (-93.793827 41.68840000000001),77,Polk,1012200,SCOTCH WHISKIES,305,MHW Ltd,4798,Cutty Sark Scotch,6,1750,20.05,30.08,1,30.08,1.75,0.46
S21943300052,10/22/2014,4183,Fareway Stores #589 / Decorah,103 E MAIN,DECORAH,52101,POINT (-91.785286 43.303291),96,Winneshiek,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24456,Kessler Blend Whiskey,12,750,5.51,8.27,1,8.27,0.75,0.20
S27895900023,09/14/2015,4377,Quik Trip #562 / NE 14th / DSM,4801 NE 14TH ST,DES MOINES,50313,POINT (-93.600266 41.648602),77,Polk,1031080,VODKA 80 PROOF,260,Diageo Americas,37991,Smirnoff Vodka 80 Prf Mini,12,500,7.47,11.21,3,33.63,1.50,0.40
S15563300058,11/07/2013,3647,Wal-Mart 2889 / Clinton,2715 SOUTH 25TH ST,CLINTON,52732,POINT (-90.245005 41.818874),23,Clinton,1071100,AMERICAN COCKTAILS,260,Diageo Americas,58801,Captain Morgan Long Island Iced Tea,6,1750,11.00,16.50,6,99.00,10.50,2.77
S09727500024,12/27/2012,4205,Fareway Stores #467 / Marshalltown,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,Marshall,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26586,Gentleman Jack,12,750,18.44,27.66,3,82.98,2.25,0.59
S06960400006,08/06/2012,4294,Lena's Liquors,1544 SUPERIOR ST,WEBSTER CITY,50595,POINT (-93.815849 42.46212),40,Hamilton,1031100,100 PROOF VODKA,260,Diageo Americas,39868,Smirnoff Vodka 100 Prf,6,1750,16.00,23.99,6,143.94,10.50,2.77
S12137700004,05/09/2013,4652,Brady Mart Food & Liquor,"3107, BRADY ST",DAVENPORT,52803,POINT (-90.569719 41.55216),82,Scott,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48105,Hennessy VS,12,375,9.49,14.24,12,170.88,4.50,1.19
S09890400005,01/07/2013,3830,Wal-Mart 1435 / Creston,806 LAUREL ST,CRESTON,50801,POINT (-94.372786 41.047714),88,Union,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,11.00,16.49,12,197.88,9.00,2.38
S22792900053,12/08/2014,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,,07,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56,9.00,2.38
S27763900030,09/08/2015,3622,Wal-Mart 1415 / Spirit Lake,2600 HWY 71,SPIRIT LAKE,51360,POINT (-95.126535 43.416452),30,Dickinson,1081200,CREAM LIQUEURS,260,Diageo Americas,68036,Bailey's Original Irish Cream,12,750,13.25,19.88,12,238.56,9.00,2.38
S10334100052,01/30/2013,2960,Dahl's / Wdm,1208 PROSPECT,WEST DES MOINES,50265,POINT (-93.71984 41.580977),77,Polk,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10626,Canadian Club Whisky,12,750,7.87,11.81,6,70.86,4.50,1.19
S28078300025,09/23/2015,4163,Fareway Stores #461 / Storm Lake,731 SENECA ST,STORM LAKE,50588,POINT (-95.196856 42.646379),11,Buena Vista,1031200,VODKA FLAVORED,260,Diageo Americas,77842,Smirnoff Strawberry,12,750,8.25,12.38,2,24.76,1.50,0.40
S21195700064,09/15/2014,2558,Hy-Vee Food Store / Mount Pleasant,1700 E WASHINGTON,MOUNT PLEASANT,52641,POINT (-91.52888 40.962331000000006),44,Henry,1081200,CREAM LIQUEURS,300,Mccormick Distilling Company,65204,Tequila Rose Liqueur Mini,6,500,6.63,9.95,1,9.95,0.50,0.13
S03774700001,01/26/2012,4004,Wal-Mart 4256 / Ames,534 S DUFF AVE,AMES,50010,POINT (-93.610343 42.017115),85,Story,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34433,Grey Goose Vodka,12,750,17.97,26.96,12,323.52,9.00,2.38
S20313800034,07/30/2014,3776,Wal-Mart 5115 / Davenport,3101 WEST KIMBERLY RD,DAVENPORT,52806,POINT (-90.620069 41.559268),82,Scott,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,11.96,17.93,6,107.58,10.50,2.77
S14830200021,09/30/2013,2618,Hy-Vee Drugstore #6 / Cedar Rapids,505 BOYSON RD NE,CEDAR RAPIDS,52402,POINT (-91.63913 42.04671),57,Linn,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57148,Chi-Chi's Margarita W/tequila,6,1750,6.49,9.74,6,58.44,10.50,2.77
S17186600022,02/03/2014,3443,Super Saver Iv,1141 N BROADWAY,COUNCIL BLUFFS,51503,POINT (-95.836515 41.270824),78,Pottawattamie,1032200,IMPORTED VODKA - MISC,65,Jim Beam Brands,34630,Pinnacle Strawberry-Kiwi Vodka,12,750,6.88,10.82,12,129.84,9.00,2.38
S28572100037,10/20/2015,2604,Hy-Vee Wine and Spirits / Lemars,1201 12TH AVE SW,LEMARS,51031,POINT (-96.18335000000002 42.778257),75,Plymouth,1031080,VODKA 80 PROOF,301,Fifth Generation Inc.,38178,Titos Handmade Vodka,6,1750,18.52,27.78,6,166.68,10.50,2.77
S04824800116,04/02/2012,3456,Quick Shop / Clear Lake,904 N 8TH ST,CLEAR LAKE,50428,POINT (-93.378772 43.142868),17,Cerro Gordo,1031080,VODKA 80 PROOF,461,Campari(skyy),37987,Skyy Vodka,12,1000,12.34,18.52,2,37.04,2.00,0.53
S29336600103,11/30/2015,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,POINT (-91.035138 41.451349),70,Muscatine,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43037,Bacardi Gold Rum,12,1000,9.50,14.25,12,171.00,12.00,3.17
